Store,MAE,RMSE,sMAPE,WAPE,model
27,94705.53923076924,123974.22584201275,5.5218797743897,0.05588894322652953,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
28,138453.58923076926,158710.81293532555,10.549741190938759,0.10705348089830981,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
29,32852.413108974375,45030.06300317748,6.237061827173453,0.06253936926302225,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
30,19040.729134615387,25256.930603454417,4.452767826617628,0.0436308632201121,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
31,66417.08346153845,87495.46378570882,4.771842968085351,0.04755116645964638,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
32,50812.92153846156,64619.2108108262,4.379505880438076,0.04310141173590038,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
33,24721.619246794875,30727.578690663664,9.498403436828214,0.09264170365084146,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
34,47616.64314102565,66599.13559301337,4.9345762743295625,0.04875652729332594,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
35,39539.851346153846,52856.51644838342,4.6891824661789405,0.04718315129957128,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
36,58153.62657051282,62977.80359729943,17.393423486674767,0.18902048468649005,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
37,18760.02721153846,24271.601973114102,3.611187783704061,0.03577672074221036,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
38,61291.639198717945,68517.90709809742,15.032889859888341,0.14134830865162062,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
39,132705.29564102564,160843.48840717218,8.819601778966232,0.08579677414353419,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
40,60494.79474358974,85501.00731187598,6.196310180605066,0.062323427632275795,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
41,120871.27666666667,140117.93623410116,9.277025615265599,0.09004876791879285,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
42,49768.280160256414,60581.91994725649,8.699349068145583,0.08614571409864893,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
43,34836.66557692309,46296.77614724821,5.663145382434955,0.055604529028423215,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
44,45570.82330128205,47147.52904263489,14.747862102626378,0.13751172890263394,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
45,48520.1396794872,56202.88720419224,6.289809144748548,0.06305839966113505,deepar_exog__hs80__nl2__do0.1__lr0.0005__bs32
